gi|995945257|gb|AMJ34526.1|bacterialproteinofunknownfunction(DUF945),partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	331
gi|1011940840|ref|WP_062749127.1|BlaR1familybeta-lactamsensor/signaltransducer[Bacillusclausii]|beta-lactam__blaR1|SARG|BETA-LACTAM	584
gi|636668567|gb|AIA11445.1|Methyltransferasedomainprotein[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	241
gi|636673792|gb|AIA14823.1|Thymidylatesynthase,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	130
gi|636680210|gb|AIA19122.1|FADbindingdomainprotein,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	234
1|2046945|23|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG297.AS1.GP1.C29326.G1|dfrA|MUSTARD|TRIMETHOPRIM	173
gi|636670560|gb|AIA12697.1|AAAdomainprotein[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	196
gi|636672021|gb|AIA13635.1|Hemolysin-typecalcium-bindingrepeat(2copies),partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	352
gi|636676272|gb|AIA16483.1|Dihydrofolatereductase[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	157
1|2043209|12|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG296.AS1.GP1.C9125.G2|blaa|MUSTARD|BETA-LACTAM	237
gi|995943310|gb|AMJ33085.1|HisKinaseA(phospho-acceptor)domainprotein,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	305
1|3290008|14|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG45.AS1.GP1.C1722.G6|blab1|MUSTARD|BETA-LACTAM	214
gi|1035707287|ref|WP_064548715.1|macrolidetransportersubunitMacA[Kluyverageorgiana]>gi|1033973545|gb|OAT46302.1|macrolide-specificeffluxprotein[KluyverageorgianaATCC51603]|macrolide-lincosamide-streptogramin__macA|SARG|MACROLIDE/LINCOSAMIDE/STREPTOGRAMIN	371
ANN62750.1|BRA3B1-3|MBLfoldhydrolase[BrachyspirahyodysenteriaeATCC27164]|BLDB|BETA-LACTAM	281
gi|636670457|gb|AIA12629.1|Responseregulatorreceiverdomainprotein[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	149
KMS58390.1|SGM-28|beta-lactamase[SphingobiumczechenseLL01]|BLDB|BETA-LACTAM	310
gi|636675046|gb|AIA15662.1|Cellcycleprotein,partial[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	297
AHZ83596.1|OXA-D1004|beta-lactamase[Bdellovibriobacteriovorus]|BLDB|BETA-LACTAM	294
gi|636667066|gb|AIA10497.1|ribosomalRNAmethyltransferase(FmrO)[unculturedbacterium]|Aminoglycoside|FARME|AMINOGLYCOSIDE	284
WP_071004080.1|ENSC9-2|classCbeta-lactamase[Rhizobiumsp.LCM4573]|BLDB|BETA-LACTAM	396
1|1465599|26|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG232.AS1.GP1.C43542.G5|erm|MUSTARD|MACROLIDE	302
gi|636671628|gb|AIA13364.1|HITdomainprotein[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	180
gi|995948240|gb|AMJ36648.1|plasmidrecombinationenzyme[unculturedbacterium]|Amphenicol|FARME|PHENICOL	264
gi|636678040|gb|AIA17677.1|NusA-likeKHdomainprotein,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	182
1|2532132|41|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG332.AS1.GP1.C8405.G2|van|MUSTARD|GLYCOPEPTIDE	359
gi|636677726|gb|AIA17462.1|NADH:flavinoxidoreductase/NADHoxidasefamily,partial[unculturedbacterium]|Amphenicol|FARME|PHENICOL	130
WP_049427757.1|L1-22|L1familysubclassB3metallo-beta-lactamase[Stenotrophomonasmaltophilia]|BLDB|BETA-LACTAM	290
1|2968762|27|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG375.AS1.GP1.C45678.G5|fos|MUSTARD|FOSFOMYCIN	154
1|3425796|16|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG6.AS1.GP1.C27338.G2|blab3|MUSTARD|BETA-LACTAM	275
1|1526131|12|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG240.AS1.GP1.C58264.G25|blaa|MUSTARD|BETA-LACTAM	290
1|371104|41|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG122.AS1.GP1.C12701.G6|van|MUSTARD|GLYCOPEPTIDE	388
gi|636676718|gb|AIA16783.1|AminotransferaseclassIandII[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	392
1|3184452|26|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG387.AS1.GP1.C62659.G5|erm|MUSTARD|MACROLIDE	293
SHG25907.1|SPO1B1-1|metallo-beta-lactamaseclassB[Spongiibacteriumflavum]|BLDB|BETA-LACTAM	254
gi|995946619|gb|AMJ35478.1|proteinofunknownfunction(DUF890),partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	31
gi|636669421|gb|AIA11974.1|Pyridoxal-phosphatedependentenzyme[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	288
gi|636671836|gb|AIA13507.1|ClassA_beta_lactamase[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	334
APR64487.1|CRD3-1|carbapenem-hydrolyzingmetallo-beta-lactamaseCRD3-1[unculturedbacterium]|BLDB|BETA-LACTAM	303
1|1906192|41|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG287.AS1.GP1.C894.G4|van|MUSTARD|GLYCOPEPTIDE	353
AEE54266.1|HAC1B1-1|Beta-lactamase[HaliscomenobacterhydrossisDSM1100]|BLDB|BETA-LACTAM	246
gi|995950579|gb|AMJ38327.1|bacterialregulatoryproteins,luxRfamily[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	199
1|2100019|26|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG3.AS1.GP1.C476.G1|erm|MUSTARD|MACROLIDE	267
OLD22062.1|XB3X1030-1|hypotheticalproteinAUI91_02940[Acidobacteriabacterium13_1_40CM_3_56_11]|BLDB|BETA-LACTAM	298
gi|636669775|gb|AIA12216.1|Glutaminesynthetase,catalyticdomainprotein[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	331
1|561055|39|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG138.AS1.GP1.C18865.G2|tetM|MUSTARD|TETRACYCLINE	696
1|1573585|26|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG245.AS1.GP1.C55822.G3|erm|MUSTARD|MACROLIDE	275
gi|636675387|gb|AIA15888.1|Proteinkinasedomainprotein,partial[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	456
gi|636668048|gb|AIA11131.1|Prolinedehydrogenase,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	177
gi|215406557|emb|CAJ32373.2|IND-6|metallo-beta-lactamaseIND-6[Chryseobacteriumindologenes]|BLDB|BETA-LACTAM	239
gi|995950085|gb|AMJ37961.1|calcineurin-likephosphoesterase,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	238
gi|636672778|gb|AIA14147.1|PutativeFMN-bindingdomainprotein[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	215
1|612873|39|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG14.AS1.GP1.C1185.G20|tetM|MUSTARD|TETRACYCLINE	599
sid|793|pid|787|hfid|1|sfid|1|gb|ABR10608.1|gi|148767222|gb|ACE73899.1|gi|190334222|taxonID|32630|syntheticconstruct|LacED|BETA-LACTAM	2975
gi|636675366|gb|AIA15871.1|D-alanine--D-alanineligase[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	355
gi|995947066|gb|AMJ35815.1|putativeprotein,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	296
gi|995945847|gb|AMJ34936.1|aminotran_1_2,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	63
gi|636675852|gb|AIA16201.1|Dihydrofolatereductase[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	164
gi|995950291|gb|AMJ38118.1|cytochromeoxidasesubunitII[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	334
gi|636670339|gb|AIA12556.1|Aldehydedehydrogenasefamily,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	257
gi|636668492|gb|AIA11397.1|TranscriptionalregulatorPadR-likefamily,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	178
gi|995944950|gb|AMJ34294.1|MarCfamilyintegralmembraneprotein[unculturedbacterium]|Amphenicol|FARME|PHENICOL	134
1|642540|39|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG140.AS1.GP1.C65643.G38|tetM|MUSTARD|TETRACYCLINE	719
gi|636672584|gb|AIA14017.1|Acetyltransferase(GNAT)family[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	159
KOY84877.1|CTP1B4-2|subclassB1metallo-beta-lactamase[bacterium336/3]|BLDB|BETA-LACTAM	246
1|710005|23|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG146.AS1.GP1.C21580.G1|dfrA|MUSTARD|TRIMETHOPRIM	191
gi|1098483388|ref|WP_071224044.1|kasugamycinN-acetyltransferaseAAC(2')-IIb[Paenibacillussp.LC231]|KASUGAMYCIN|NDARO|AMINOGLYCOSIDE	240
gi|995943343|gb|AMJ33099.1|sulfatase,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	177
gi|636674183|gb|AIA15092.1|Dihydrofolatereductase,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	166
gi|636679800|gb|AIA18854.1|Enoyl-(Acylcarrierprotein)reductase[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	246
KTD50508.1|XB3X1089-2|Metallo-beta-lactamaseL1precursor[Legionellarubrilucens]|BLDB|BETA-LACTAM	288
1|94718|14|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG106.AS1.GP1.C23661.G8|blab1|MUSTARD|BETA-LACTAM	271
gi|16129077|ref|NP_415632.1|transcription-repaircouplingfactor[Escherichiacolistr.K-12substr.MG1655]|Chloramphenicol|UCARE|PHENICOL	1148
gi|995945254|gb|AMJ34524.1|ParB-likenucleasedomainprotein[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	208
gi|636669178|gb|AIA11812.1|Glycosyltransferasefamily9(heptosyltransferase),partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	178
gi|224588122|gb|ACN58746.1|phosphonoacetaldehydehydrolase[unculturedbacteriumBLR3]|Beta-lactam|FARME|BETA-LACTAM	280
1|3014270|7|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG378.AS1.GP1.C19030.G2|ant|MUSTARD|AMINOGLYCOSIDE	290
gi|223694795|gb|ACN18077.1|putativephosphataseYieH[unculturedbacteriumBLR5]|Beta-lactam|FARME|BETA-LACTAM	214
gi|1028080949|ref|WP_063840332.1|aminoglycoside6'-N-acetyltransferaseAacA37[Pseudomonasaeruginosa]|AMINOGLYCOSIDE|NDARO|AMINOGLYCOSIDE	133
gi|995949422|gb|AMJ37498.1|haloaciddehalogenase-likehydrolase,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	56
gi|636671867|gb|AIA13530.1|UncharacterizedproteinfamilyUPF0047[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	139
gi|995945710|gb|AMJ34847.1|VirB8protein[unculturedbacterium]|Tetracycline|FARME|TETRACYCLINE	227
WP_054903328.1|PPU-54|classCbeta-lactamase[Pseudomonassp.NBRC111131]|BLDB|BETA-LACTAM	382
gi|636673987|gb|AIA14955.1|HflKprotein,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	213
1|1066077|26|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG185.AS1.GP1.C49863.G9|erm|MUSTARD|MACROLIDE	332
gi|636676279|gb|AIA16486.1|Uncharacterizedproteinconservedinbacteria(DUF2252),partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	184
1|3516942|41|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG65.AS1.GP1.C462.G3|van|MUSTARD|GLYCOPEPTIDE	328
1|1108772|39|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG193.AS1.GP1.C10796.G10|tetM|MUSTARD|TETRACYCLINE	609
gi|636672833|gb|AIA14185.1|drugresistanceMFStransporter,drug:H+antiporter-2(14Spanner)(DHA2)family[unculturedbacterium]|Tetracycline|FARME|TETRACYCLINE	537
gi|242129256|gb|ACS83705.1|hypotheticalproteinWISOIL_0016[unculturedbacteriumAOCefta2]|Beta-lactam|FARME|BETA-LACTAM	425
ORM73552.1|PANC3-7|classCbeta-lactamase[Pantoeawallisii]|BLDB|BETA-LACTAM	373
gi|636666969|gb|AIA10436.1|drugresistancetransporter,Bcr/CflAsubfamily[unculturedbacterium]|Amphenicol|FARME|PHENICOL	406
gi|242129288|gb|ACS83732.1|dihydrolipoamideacetyltransferase,partial[unculturedbacteriumAOCarb2]|Beta-lactam|FARME|BETA-LACTAM	113
WP_053255807.1|PSEC5-37|classCbeta-lactamase[Pseudomonassp.AP19]|BLDB|BETA-LACTAM	380
gi|636678969|gb|AIA18305.1|Thymidylatesynthase[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	278
gi|636668591|gb|AIA11459.1|Transketolase,pyrimidinebindingdomainprotein[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	338
WP_064749700.1|XB3X267-1|subclassB3metallo-beta-lactamase[Lysobacterantibioticus]|BLDB|BETA-LACTAM	305
OHB61354.1|PLA1B1-1|hypotheticalproteinA2168_06445[PlanctomycetesbacteriumRBG_13_50_24]|BLDB|BETA-LACTAM	259
gi|636667523|gb|AIA10807.1|thymidylatesynthase[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	240
gi|636677742|gb|AIA17473.1|RimK-likeATP-graspdomainprotein,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	267
gi|602249345|gb|AHN92756.1|type1aminoglycosideN(6')-acetyltransferase[unculturedbacteriumDCM004Kan01]|Aminoglycoside|FARME|AMINOGLYCOSIDE	144
1|3794082|6|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG95.AS1.GP1.C29336.G1|aac6|MUSTARD|AMINOGLYCOSIDE	160
gi|313575232|emb|CBI71176.1|gentamycin3-N-acetyltransferase[unculturedbacterium]|Aminoglycoside|FARME|AMINOGLYCOSIDE	165
gi|636680133|gb|AIA19071.1|Murligasemiddledomainprotein[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	420
NC_010410.6002639.p01MFSfamilytransporter.EncodedbygeneABAYE3685.Homology:Tetracyclineresistanceprotein,TetB(FPrintScan:PR01036,score:2.3e-07).Evidence3:Functionproposedbasedonpresenceofconservedaminoacidmotif,structuralfeatureorlimitedhomology;Producttypept:putativetransporter.Homology:MajorfacilitatorsuperfamilyMFS-1(HMMPfam:PF07690,score:1.9e-50).ARO:3001330mdtD.[AcinetobacterbaumanniiAYE]|multidrug__major_facilitator_superfamily_transporter|SARG|MULTIDRUG	463
WP_028349017.1|OXA-D472|classDbeta-lactamase[Bradyrhizobiumelkanii]|BLDB|BETA-LACTAM	272
KRB22440.1|OXA-D173|classDbeta-lactamase[Mesorhizobiumsp.Root172]|BLDB|BETA-LACTAM	272
1|2180889|26|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG306.AS1.GP1.C29845.G2|erm|MUSTARD|MACROLIDE	290
gi|636670903|gb|AIA12894.1|Righthandedbetahelixregion,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	207
gi|636674100|gb|AIA15031.1|DNAgyraseC-terminaldomain,beta-propeller[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	176
WP_047457641.1|ENSC33-5|classCbeta-lactamase[Agrobacteriumrhizogenes]|BLDB|BETA-LACTAM	396
1|234453|5|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG117.AS1.GP1.C1072.G3|aac3_2|MUSTARD|AMINOGLYCOSIDE	289
gi|636668396|gb|AIA11343.1|Subtilasefamily,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	305
gi|636678611|gb|AIA18062.1|thymidylatesynthase[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	289
SEN67686.1|HALC7-1|beta-lactamaseclassC[Halomonasaquamarina]|BLDB|BETA-LACTAM	394
gi|636674614|gb|AIA15377.1|EamA-liketransporterfamily[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	287
gi|995945492|gb|AMJ34692.1|integrasecoredomainprotein,partial[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	286
SJZ48533.1|XB3X982-1|metallo-beta-lactamaseclassB[Chitinophagaeiseniae]|BLDB|BETA-LACTAM	294
1|1033884|36|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG181.AS1.GP1.C45593.G14|sul|MUSTARD|SULFONAMIDE	269
gi|487974801|ref|WP_002047670.1|Mph(B)familymacrolide2'-phosphotransferase[Bacilluscereus]|MACROLIDE|NDARO|MACROLIDE	303
gi|636677954|gb|AIA17620.1|ClassA_beta_lactamase[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	307
gi|636677664|gb|AIA17421.1|Saccharopinedehydrogenase[unculturedbacterium]|Tetracycline|FARME|TETRACYCLINE	348
gi|636675536|gb|AIA15985.1|CelldivisionproteinFtsQ[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	254
gi|636674681|gb|AIA15418.1|Inositolmonophosphatasefamily,partial[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	223
gi|224588156|gb|ACN58780.1|inorganicpyrophosphatase[unculturedbacteriumBLR8]|Beta-lactam|FARME|BETA-LACTAM	178
7398|3875279|19|ARD-reference-gene-catalog|EU935739_1|cat|MUSTARD|PHENICOL	182
1|594905|35|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG139.AS1.GP1.C1101.G2|qnr|MUSTARD|QUINOLONE	199
1|1590388|6|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG248.AS1.GP1.C3683.G1|aac6|MUSTARD|AMINOGLYCOSIDE	156
1|3088995|23|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG382.AS1.GP1.C78726.G2|dfrA|MUSTARD|TRIMETHOPRIM	133
gi|636669886|gb|AIA12293.1|Fattyaciddesaturase[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	291
1|472726|26|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG13.AS1.GP1.C9088.G3|erm|MUSTARD|MACROLIDE	287
gi|636673498|gb|AIA14629.1|Cytidineanddeoxycytidylatedeaminasezinc-bindingregion,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	126
gi|995944690|gb|AMJ34094.1|gph:sugar(Glycoside-Pentoside-Hexuronide)transporter[unculturedbacterium]|Beta-lactam|FARME|BETA-LACTAM	477
gi|636677279|gb|AIA17160.1|EndoribonucleaseL-PSP[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	127
gi|636671462|gb|AIA13256.1|TCP-1/cpn60chaperoninfamily,partial[unculturedbacterium]|Tetracycline|FARME|TETRACYCLINE	308
gi|636678765|gb|AIA18169.1|putativeACR,YhhQfamilyCOG1738,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	201
gi|636674794|gb|AIA15492.1|DNApolymeraseIII,deltasubunit[unculturedbacterium]|Glycopeptide|FARME|GLYCOPEPTIDE	317
WP_082468478.1|XB3X894-1|subclassB3metallo-beta-lactamase[Pedobactersp.R20-19]|BLDB|BETA-LACTAM	292
gi|636671340|gb|AIA13177.1|Acetyltransferase(GNAT)family[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	157
1|619701|6|Human-Microbiome-3.9M-Gene-Catalog-(metahit-v2)|MC3.MG14.AS1.GP1.C31160.G2|aac6|MUSTARD|AMINOGLYCOSIDE	194
gi|636679759|gb|AIA18826.1|Transmembranesecretioneffector[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	444
gi|636678888|gb|AIA18251.1|CYTHdomainprotein[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	225
gi|636677383|gb|AIA17233.1|shortchaindehydrogenase,partial[unculturedbacterium]|FolateSynthesisInhibitor|FARME|FOLATE-SYNTHESIS-INHABITOR	300
